date,num_requests,process_time_mean,process_time_min,process_time_max,cpu_mean,ram_mean
2021-01-08 14:30:00,22,81.27272727272727,36.0,99.0,1.5,2.1166666666666667
2021-01-08 15:00:00,19,97.05263157894736,18.0,404.0,1.7655,2.54
2021-01-08 15:30:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-08 16:00:00,35,86.91428571428571,73.0,103.0,2.3833333333333333,2.963333333333333
2021-01-08 16:30:00,175,88.32,8.0,568.0,12.8295,8.889999999999999
2021-01-08 17:00:00,138,89.52898550724638,13.0,646.0,10.816666666666666,7.196666666666666
2021-01-08 17:30:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-08 18:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-08 18:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 19:00:00,1,34.0,34.0,34.0,0.1166666666666666,1.6933333333333331
2021-01-08 19:30:00,1,47.0,47.0,47.0,0.15,1.2699999999999998
2021-01-08 20:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 20:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 21:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-08 21:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 22:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 22:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 23:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-08 23:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 00:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 00:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 01:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 01:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 02:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 02:30:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-09 03:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 03:30:00,0,0.0,0.0,0.0,0.0998333333333333,0.8466666666666666
2021-01-09 04:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 04:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 05:00:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-09 05:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 06:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 06:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 07:00:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-09 07:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 08:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-09 08:30:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-09 09:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 09:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 10:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-09 10:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 11:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 11:30:00,0,0.0,0.0,0.0,0.0998333333333333,0.8466666666666666
2021-01-09 12:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 12:30:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-09 13:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 13:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 14:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 14:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 15:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.4233333333333333
2021-01-09 15:30:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-09 16:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 16:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 17:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-09 17:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 18:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-09 18:30:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-09 19:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 19:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-09 20:00:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-09 20:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 21:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 21:30:00,0,0.0,0.0,0.0,0.1333333333333333,0.8466666666666666
2021-01-09 22:00:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-09 22:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-09 23:00:00,0,0.0,0.0,0.0,0.1331666666666666,1.2699999999999998
2021-01-09 23:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 00:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 00:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 01:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 01:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 02:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 02:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 03:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 03:30:00,0,0.0,0.0,0.0,0.1165,0.8466666666666666
2021-01-10 04:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
